,Team,Team Key,Season,Player,Player Key
14817,Seattle SuperSonics,OKC,1997-98,David Wingate,/players/w/wingada01.html
14820,Seattle SuperSonics,OKC,1997-98,Craig Ehlo,/players/e/ehlocr01.html
14821,Seattle SuperSonics,OKC,1996-97,Terry Cummings,/players/c/cummite01.html
14822,Seattle SuperSonics,OKC,1996-97,Craig Ehlo,/players/e/ehlocr01.html
14823,Seattle SuperSonics,OKC,1996-97,Greg Graham,/players/g/grahagr01.html
14825,Seattle SuperSonics,OKC,1996-97,Hersey Hawkins,/players/h/hawkihe01.html
14826,Seattle SuperSonics,OKC,1996-97,Shawn Kemp,/players/k/kempsh01.html
14827,Seattle SuperSonics,OKC,1996-97,Jim McIlvaine,/players/m/mcilvji01.html
14828,Seattle SuperSonics,OKC,1996-97,Nate McMillan,/players/m/mcmilna01.html
14829,Seattle SuperSonics,OKC,1996-97,Gary Payton,/players/p/paytoga01.html
14830,Seattle SuperSonics,OKC,1996-97,Sam Perkins,/players/p/perkisa01.html
14832,Seattle SuperSonics,OKC,1996-97,Detlef Schrempf,/players/s/schrede01.html
14833,Seattle SuperSonics,OKC,1996-97,Eric Snow,/players/s/snower01.html
14834,Seattle SuperSonics,OKC,1996-97,Elmore Spencer,/players/s/spencel01.html
14835,Seattle SuperSonics,OKC,1996-97,Larry Stewart,/players/s/stewala01.html
14836,Seattle SuperSonics,OKC,1996-97,David Wingate,/players/w/wingada01.html
14838,Seattle SuperSonics,OKC,1995-96,Vincent Askew,/players/a/askewvi01.html
14839,Seattle SuperSonics,OKC,1995-96,Frank Brickowski,/players/b/brickfr01.html
14841,Seattle SuperSonics,OKC,1995-96,Hersey Hawkins,/players/h/hawkihe01.html
14842,Seattle SuperSonics,OKC,1995-96,Ervin Johnson,/players/j/johnser02.html
14843,Seattle SuperSonics,OKC,1995-96,Shawn Kemp,/players/k/kempsh01.html
14844,Seattle SuperSonics,OKC,1995-96,Nate McMillan,/players/m/mcmilna01.html
14845,Seattle SuperSonics,OKC,1995-96,Gary Payton,/players/p/paytoga01.html
14846,Seattle SuperSonics,OKC,1995-96,Sam Perkins,/players/p/perkisa01.html
14848,Seattle SuperSonics,OKC,1995-96,Detlef Schrempf,/players/s/schrede01.html
14849,Seattle SuperSonics,OKC,1995-96,Eric Snow,/players/s/snower01.html
14850,Seattle SuperSonics,OKC,1995-96,David Wingate,/players/w/wingada01.html
14851,Seattle SuperSonics,OKC,1994-95,Vincent Askew,/players/a/askewvi01.html
14852,Seattle SuperSonics,OKC,1994-95,Bill Cartwright,/players/c/cartwbi01.html
14853,Seattle SuperSonics,OKC,1994-95,Kendall Gill,/players/g/gillke01.html
14854,Seattle SuperSonics,OKC,1994-95,Byron Houston,/players/h/houstby01.html
14855,Seattle SuperSonics,OKC,1994-95,Ervin Johnson,/players/j/johnser02.html
14856,Seattle SuperSonics,OKC,1994-95,Shawn Kemp,/players/k/kempsh01.html
14858,Seattle SuperSonics,OKC,1994-95,Šarūnas Marčiulionis,/players/m/marcisa01.html
14859,Seattle SuperSonics,OKC,1994-95,Nate McMillan,/players/m/mcmilna01.html
14860,Seattle SuperSonics,OKC,1994-95,Gary Payton,/players/p/paytoga01.html
14861,Seattle SuperSonics,OKC,1994-95,Sam Perkins,/players/p/perkisa01.html
14863,Seattle SuperSonics,OKC,1994-95,Detlef Schrempf,/players/s/schrede01.html
14865,Seattle SuperSonics,OKC,1994-95,Sarunas Marciulionis,/players/m/marcisa01.html
14866,Seattle SuperSonics,OKC,1993-94,Vincent Askew,/players/a/askewvi01.html
14867,Seattle SuperSonics,OKC,1993-94,Michael Cage,/players/c/cagemi01.html
14869,Seattle SuperSonics,OKC,1993-94,Kendall Gill,/players/g/gillke01.html
14870,Seattle SuperSonics,OKC,1993-94,Ervin Johnson,/players/j/johnser02.html
14871,Seattle SuperSonics,OKC,1993-94,Shawn Kemp,/players/k/kempsh01.html
14874,Seattle SuperSonics,OKC,1993-94,Nate McMillan,/players/m/mcmilna01.html
14875,Seattle SuperSonics,OKC,1993-94,Gary Payton,/players/p/paytoga01.html
14876,Seattle SuperSonics,OKC,1993-94,Sam Perkins,/players/p/perkisa01.html
14877,Seattle SuperSonics,OKC,1993-94,Ricky Pierce,/players/p/piercri01.html
14879,Seattle SuperSonics,OKC,1993-94,Detlef Schrempf,/players/s/schrede01.html
14880,Seattle SuperSonics,OKC,1992-93,Vincent Askew,/players/a/askewvi01.html
14881,Seattle SuperSonics,OKC,1992-93,Dana Barros,/players/b/barroda01.html
14882,Seattle SuperSonics,OKC,1992-93,Benoit Benjamin,/players/b/benjabe01.html
14883,Seattle SuperSonics,OKC,1992-93,Michael Cage,/players/c/cagemi01.html
14884,Seattle SuperSonics,OKC,1992-93,Eddie Johnson,/players/j/johnsed03.html
14885,Seattle SuperSonics,OKC,1992-93,Shawn Kemp,/players/k/kempsh01.html
14887,Seattle SuperSonics,OKC,1992-93,Derrick McKey,/players/m/mckeyde01.html
14888,Seattle SuperSonics,OKC,1992-93,Nate McMillan,/players/m/mcmilna01.html
14890,Seattle SuperSonics,OKC,1992-93,Gary Payton,/players/p/paytoga01.html
14891,Seattle SuperSonics,OKC,1992-93,Sam Perkins,/players/p/perkisa01.html
14892,Seattle SuperSonics,OKC,1992-93,Ricky Pierce,/players/p/piercri01.html
14895,Seattle SuperSonics,OKC,1991-92,Dana Barros,/players/b/barroda01.html
14896,Seattle SuperSonics,OKC,1991-92,Benoit Benjamin,/players/b/benjabe01.html
14897,Seattle SuperSonics,OKC,1991-92,Tony Brown,/players/b/brownto01.html
14898,Seattle SuperSonics,OKC,1991-92,Michael Cage,/players/c/cagemi01.html
14899,Seattle SuperSonics,OKC,1991-92,Marty Conlon,/players/c/conloma01.html
14900,Seattle SuperSonics,OKC,1991-92,Quintin Dailey,/players/d/dailequ01.html
14901,Seattle SuperSonics,OKC,1991-92,Eddie Johnson,/players/j/johnsed03.html
14902,Seattle SuperSonics,OKC,1991-92,Shawn Kemp,/players/k/kempsh01.html
14905,Seattle SuperSonics,OKC,1991-92,Derrick McKey,/players/m/mckeyde01.html
14906,Seattle SuperSonics,OKC,1991-92,Nate McMillan,/players/m/mcmilna01.html
14907,Seattle SuperSonics,OKC,1991-92,Gary Payton,/players/p/paytoga01.html
14908,Seattle SuperSonics,OKC,1991-92,Ricky Pierce,/players/p/piercri01.html
14909,Seattle SuperSonics,OKC,1991-92,Dave Corzine,/players/c/corzida01.html
14910,Seattle SuperSonics,OKC,1990-91,Dana Barros,/players/b/barroda01.html
14911,Seattle SuperSonics,OKC,1990-91,Benoit Benjamin,/players/b/benjabe01.html
14912,Seattle SuperSonics,OKC,1990-91,Michael Cage,/players/c/cagemi01.html
14913,Seattle SuperSonics,OKC,1990-91,Dave Corzine,/players/c/corzida01.html
14914,Seattle SuperSonics,OKC,1990-91,Quintin Dailey,/players/d/dailequ01.html
14915,Seattle SuperSonics,OKC,1990-91,Dale Ellis,/players/e/ellisda01.html
14916,Seattle SuperSonics,OKC,1990-91,Eddie Johnson,/players/j/johnsed03.html
14917,Seattle SuperSonics,OKC,1990-91,Shawn Kemp,/players/k/kempsh01.html
14918,Seattle SuperSonics,OKC,1990-91,Xavier McDaniel,/players/m/mcdanxa01.html
14919,Seattle SuperSonics,OKC,1990-91,Derrick McKey,/players/m/mckeyde01.html
14920,Seattle SuperSonics,OKC,1990-91,Nate McMillan,/players/m/mcmilna01.html
14922,Seattle SuperSonics,OKC,1990-91,Gary Payton,/players/p/paytoga01.html
14923,Seattle SuperSonics,OKC,1990-91,Ricky Pierce,/players/p/piercri01.html
14924,Seattle SuperSonics,OKC,1990-91,Olden Polynice,/players/p/polynol01.html
14925,Seattle SuperSonics,OKC,1990-91,Sedale Threatt,/players/t/threase01.html
14926,Seattle SuperSonics,OKC,1989-90,Dana Barros,/players/b/barroda01.html
14927,Seattle SuperSonics,OKC,1989-90,Michael Cage,/players/c/cagemi01.html
14928,Seattle SuperSonics,OKC,1989-90,Quintin Dailey,/players/d/dailequ01.html
14929,Seattle SuperSonics,OKC,1989-90,Dale Ellis,/players/e/ellisda01.html
14931,Seattle SuperSonics,OKC,1989-90,Avery Johnson,/players/j/johnsav01.html
14932,Seattle SuperSonics,OKC,1989-90,Steve Johnson,/players/j/johnsst03.html
14933,Seattle SuperSonics,OKC,1989-90,Shawn Kemp,/players/k/kempsh01.html
14934,Seattle SuperSonics,OKC,1989-90,Xavier McDaniel,/players/m/mcdanxa01.html
14935,Seattle SuperSonics,OKC,1989-90,Derrick McKey,/players/m/mckeyde01.html
14936,Seattle SuperSonics,OKC,1989-90,Nate McMillan,/players/m/mcmilna01.html
14938,Seattle SuperSonics,OKC,1989-90,Olden Polynice,/players/p/polynol01.html
14939,Seattle SuperSonics,OKC,1989-90,Brad Sellers,/players/s/sellebr01.html
14940,Seattle SuperSonics,OKC,1989-90,Sedale Threatt,/players/t/threase01.html
14941,Seattle SuperSonics,OKC,1988-89,Greg Ballard,/players/b/ballagr01.html
14942,Seattle SuperSonics,OKC,1988-89,Michael Cage,/players/c/cagemi01.html
14944,Seattle SuperSonics,OKC,1988-89,Dale Ellis,/players/e/ellisda01.html
14945,Seattle SuperSonics,OKC,1988-89,Avery Johnson,/players/j/johnsav01.html
14946,Seattle SuperSonics,OKC,1988-89,Alton Lister,/players/l/listeal01.html
14947,Seattle SuperSonics,OKC,1988-89,John Lucas,/players/l/lucasjo01.html
14948,Seattle SuperSonics,OKC,1988-89,Xavier McDaniel,/players/m/mcdanxa01.html
14949,Seattle SuperSonics,OKC,1988-89,Derrick McKey,/players/m/mckeyde01.html
14950,Seattle SuperSonics,OKC,1988-89,Nate McMillan,/players/m/mcmilna01.html
14951,Seattle SuperSonics,OKC,1988-89,Olden Polynice,/players/p/polynol01.html
14952,Seattle SuperSonics,OKC,1988-89,Jerry Reynolds,/players/r/reynoje01.html
14953,Seattle SuperSonics,OKC,1988-89,Russ Schoene,/players/s/schoeru01.html
14954,Seattle SuperSonics,OKC,1988-89,Sedale Threatt,/players/t/threase01.html
14955,Seattle SuperSonics,OKC,1987-88,Tom Chambers,/players/c/chambto01.html
14956,Seattle SuperSonics,OKC,1987-88,Dale Ellis,/players/e/ellisda01.html
14957,Seattle SuperSonics,OKC,1987-88,Clemon Johnson,/players/j/johnscl01.html
14958,Seattle SuperSonics,OKC,1987-88,Alton Lister,/players/l/listeal01.html
14959,Seattle SuperSonics,OKC,1987-88,Xavier McDaniel,/players/m/mcdanxa01.html
14960,Seattle SuperSonics,OKC,1987-88,Derrick McKey,/players/m/mckeyde01.html
14961,Seattle SuperSonics,OKC,1987-88,Nate McMillan,/players/m/mcmilna01.html
14962,Seattle SuperSonics,OKC,1987-88,Olden Polynice,/players/p/polynol01.html
14963,Seattle SuperSonics,OKC,1987-88,Russ Schoene,/players/s/schoeru01.html
14964,Seattle SuperSonics,OKC,1987-88,Sedale Threatt,/players/t/threase01.html
14965,Seattle SuperSonics,OKC,1987-88,Sam Vincent,/players/v/vincesa01.html
14966,Seattle SuperSonics,OKC,1987-88,Kevin Williams,/players/w/willike01.html
14967,Seattle SuperSonics,OKC,1987-88,Danny Young,/players/y/youngda01.html
14968,Seattle SuperSonics,OKC,1986-87,Tom Chambers,/players/c/chambto01.html
14969,Seattle SuperSonics,OKC,1986-87,Dale Ellis,/players/e/ellisda01.html
14970,Seattle SuperSonics,OKC,1986-87,Gerald Henderson,/players/h/hendege01.html
14971,Seattle SuperSonics,OKC,1986-87,Clemon Johnson,/players/j/johnscl01.html
14972,Seattle SuperSonics,OKC,1986-87,Eddie Johnson,/players/j/johnsed02.html
14974,Seattle SuperSonics,OKC,1986-87,Alton Lister,/players/l/listeal01.html
14975,Seattle SuperSonics,OKC,1986-87,Maurice Lucas,/players/l/lucasma01.html
14976,Seattle SuperSonics,OKC,1986-87,Xavier McDaniel,/players/m/mcdanxa01.html
14977,Seattle SuperSonics,OKC,1986-87,Nate McMillan,/players/m/mcmilna01.html
14979,Seattle SuperSonics,OKC,1986-87,Russ Schoene,/players/s/schoeru01.html
14980,Seattle SuperSonics,OKC,1986-87,Terence Stansbury,/players/s/stanste01.html
14981,Seattle SuperSonics,OKC,1986-87,Kevin Williams,/players/w/willike01.html
14982,Seattle SuperSonics,OKC,1986-87,Danny Young,/players/y/youngda01.html
14983,Seattle SuperSonics,OKC,1985-86,Frank Brickowski,/players/b/brickfr01.html
14984,Seattle SuperSonics,OKC,1985-86,Tom Chambers,/players/c/chambto01.html
14985,Seattle SuperSonics,OKC,1985-86,Gerald Henderson,/players/h/hendege01.html
14986,Seattle SuperSonics,OKC,1985-86,Rod Higgins,/players/h/higgiro01.html
14987,Seattle SuperSonics,OKC,1985-86,George Johnson,/players/j/johnsge02.html
14989,Seattle SuperSonics,OKC,1985-86,Tim McCormick,/players/m/mccorti01.html
14990,Seattle SuperSonics,OKC,1985-86,Xavier McDaniel,/players/m/mcdanxa01.html
14993,Seattle SuperSonics,OKC,1985-86,Jack Sikma,/players/s/sikmaja01.html
14994,Seattle SuperSonics,OKC,1985-86,Ricky Sobers,/players/s/soberri01.html
14996,Seattle SuperSonics,OKC,1985-86,Danny Vranes,/players/v/vraneda01.html
14997,Seattle SuperSonics,OKC,1985-86,Al Wood,/players/w/woodal01.html
14998,Seattle SuperSonics,OKC,1985-86,Danny Young,/players/y/youngda01.html
14999,Seattle SuperSonics,OKC,1985-86,Reggie King,/players/k/kingre01.html
15001,Seattle SuperSonics,OKC,1984-85,Frank Brickowski,/players/b/brickfr01.html
15002,Seattle SuperSonics,OKC,1984-85,Tom Chambers,/players/c/chambto01.html
15004,Seattle SuperSonics,OKC,1984-85,Gerald Henderson,/players/h/hendege01.html
15005,Seattle SuperSonics,OKC,1984-85,Reggie King,/players/k/kingre01.html
15006,Seattle SuperSonics,OKC,1984-85,Tim McCormick,/players/m/mccorti01.html
15009,Seattle SuperSonics,OKC,1984-85,Jack Sikma,/players/s/sikmaja01.html
15010,Seattle SuperSonics,OKC,1984-85,Ricky Sobers,/players/s/soberri01.html
15011,Seattle SuperSonics,OKC,1984-85,Jon Sundvold,/players/s/sundvjo01.html
15012,Seattle SuperSonics,OKC,1984-85,Danny Vranes,/players/v/vraneda01.html
15013,Seattle SuperSonics,OKC,1984-85,Al Wood,/players/w/woodal01.html
15014,Seattle SuperSonics,OKC,1984-85,Danny Young,/players/y/youngda01.html
15016,Seattle SuperSonics,OKC,1983-84,Fred Brown,/players/b/brownfr01.html
15017,Seattle SuperSonics,OKC,1983-84,Tom Chambers,/players/c/chambto01.html
15018,Seattle SuperSonics,OKC,1983-84,Steve Hawes,/players/h/hawesst01.html
15021,Seattle SuperSonics,OKC,1983-84,Reggie King,/players/k/kingre01.html
15023,Seattle SuperSonics,OKC,1983-84,Jack Sikma,/players/s/sikmaja01.html
15024,Seattle SuperSonics,OKC,1983-84,Jon Sundvold,/players/s/sundvjo01.html
15025,Seattle SuperSonics,OKC,1983-84,David Thompson,/players/t/thompda01.html
15026,Seattle SuperSonics,OKC,1983-84,Danny Vranes,/players/v/vraneda01.html
15027,Seattle SuperSonics,OKC,1983-84,Gus Williams,/players/w/willigu01.html
15028,Seattle SuperSonics,OKC,1983-84,Al Wood,/players/w/woodal01.html
15029,Seattle SuperSonics,OKC,1982-83,Fred Brown,/players/b/brownfr01.html
15030,Seattle SuperSonics,OKC,1982-83,James Donaldson,/players/d/donalja01.html
15032,Seattle SuperSonics,OKC,1982-83,Steve Hawes,/players/h/hawesst01.html
15033,Seattle SuperSonics,OKC,1982-83,Greg Kelser,/players/k/kelsegr01.html
15035,Seattle SuperSonics,OKC,1982-83,Lonnie Shelton,/players/s/sheltlo01.html
15036,Seattle SuperSonics,OKC,1982-83,Jack Sikma,/players/s/sikmaja01.html
15037,Seattle SuperSonics,OKC,1982-83,Phil Smith,/players/s/smithph01.html
15038,Seattle SuperSonics,OKC,1982-83,David Thompson,/players/t/thompda01.html
15039,Seattle SuperSonics,OKC,1982-83,Ray Tolbert,/players/t/tolbera01.html
15040,Seattle SuperSonics,OKC,1982-83,Danny Vranes,/players/v/vraneda01.html
15041,Seattle SuperSonics,OKC,1982-83,Gus Williams,/players/w/willigu01.html
15042,Seattle SuperSonics,OKC,1981-82,James Bailey,/players/b/baileja01.html
15043,Seattle SuperSonics,OKC,1981-82,Fred Brown,/players/b/brownfr01.html
15044,Seattle SuperSonics,OKC,1981-82,James Donaldson,/players/d/donalja01.html
15045,Seattle SuperSonics,OKC,1981-82,Bill Hanzlik,/players/h/hanzlbi01.html
15046,Seattle SuperSonics,OKC,1981-82,Armond Hill,/players/h/hillar01.html
15047,Seattle SuperSonics,OKC,1981-82,John Johnson,/players/j/johnsjo01.html
15048,Seattle SuperSonics,OKC,1981-82,Vinnie Johnson,/players/j/johnsvi01.html
15049,Seattle SuperSonics,OKC,1981-82,Greg Kelser,/players/k/kelsegr01.html
15051,Seattle SuperSonics,OKC,1981-82,Lonnie Shelton,/players/s/sheltlo01.html
15052,Seattle SuperSonics,OKC,1981-82,Jack Sikma,/players/s/sikmaja01.html
15053,Seattle SuperSonics,OKC,1981-82,Phil Smith,/players/s/smithph01.html
15054,Seattle SuperSonics,OKC,1981-82,Ray Tolbert,/players/t/tolbera01.html
15055,Seattle SuperSonics,OKC,1981-82,Danny Vranes,/players/v/vraneda01.html
15056,Seattle SuperSonics,OKC,1981-82,Wally Walker,/players/w/walkewa01.html
15057,Seattle SuperSonics,OKC,1981-82,Gus Williams,/players/w/willigu01.html
15058,Seattle SuperSonics,OKC,1980-81,Dennis Awtrey,/players/a/awtrede01.html
15059,Seattle SuperSonics,OKC,1980-81,James Bailey,/players/b/baileja01.html
15060,Seattle SuperSonics,OKC,1980-81,Fred Brown,/players/b/brownfr01.html
15061,Seattle SuperSonics,OKC,1980-81,James Donaldson,/players/d/donalja01.html
15063,Seattle SuperSonics,OKC,1980-81,Bill Hanzlik,/players/h/hanzlbi01.html
15064,Seattle SuperSonics,OKC,1980-81,Armond Hill,/players/h/hillar01.html
15065,Seattle SuperSonics,OKC,1980-81,John Johnson,/players/j/johnsjo01.html
15066,Seattle SuperSonics,OKC,1980-81,Vinnie Johnson,/players/j/johnsvi01.html
15067,Seattle SuperSonics,OKC,1980-81,Lonnie Shelton,/players/s/sheltlo01.html
15068,Seattle SuperSonics,OKC,1980-81,John Shumate,/players/s/shumajo01.html
15069,Seattle SuperSonics,OKC,1980-81,Jack Sikma,/players/s/sikmaja01.html
15070,Seattle SuperSonics,OKC,1980-81,Wally Walker,/players/w/walkewa01.html
15071,Seattle SuperSonics,OKC,1980-81,Paul Westphal,/players/w/westppa01.html
15073,Orlando Magic,ORL,2020-21,Dwayne Bacon,/players/b/bacondw01.html
15075,Orlando Magic,ORL,2020-21,Terrence Ross,/players/r/rosste01.html
15078,Orlando Magic,ORL,2020-21,James Ennis,/players/e/ennisja01.html
15080,Orlando Magic,ORL,2020-21,Michael Carter-Williams,/players/c/cartemi01.html
15082,Orlando Magic,ORL,2020-21,Wendell Carter Jr.,/players/c/cartewe01.html
15083,Orlando Magic,ORL,2020-21,Gary Harris,/players/h/harriga01.html
15085,Orlando Magic,ORL,2020-21,Markelle Fultz,/players/f/fultzma01.html
15088,Orlando Magic,ORL,2020-21,Otto Porter,/players/p/porteot01.html
15089,Orlando Magic,ORL,2020-21,Jonathan Isaac,/players/i/isaacjo01.html
15090,Orlando Magic,ORL,2020-21,Nikola Vučević,/players/v/vucevni01.html
15091,Orlando Magic,ORL,2020-21,Evan Fournier,/players/f/fournev01.html
15092,Orlando Magic,ORL,2020-21,Aaron Gordon,/players/g/gordoaa01.html
15093,Orlando Magic,ORL,2020-21,Al-Farouq Aminu,/players/a/aminual01.html
15094,Orlando Magic,ORL,2020-21,Khem Birch,/players/b/birchkh01.html
15102,Orlando Magic,ORL,2020-21,Timofey Mozgov,/players/m/mozgoti01.html
15103,Orlando Magic,ORL,2020-21,Jeff Teague,/players/t/teaguje01.html
15104,Orlando Magic,ORL,2019-20,Al-Farouq Aminu,/players/a/aminual01.html
15105,Orlando Magic,ORL,2019-20,D.J. Augustin,/players/a/augusdj01.html
15107,Orlando Magic,ORL,2019-20,Khem Birch,/players/b/birchkh01.html
15108,Orlando Magic,ORL,2019-20,Michael Carter-Williams,/players/c/cartemi01.html
15110,Orlando Magic,ORL,2019-20,James Ennis,/players/e/ennisja01.html
15111,Orlando Magic,ORL,2019-20,Evan Fournier,/players/f/fournev01.html
15113,Orlando Magic,ORL,2019-20,Markelle Fultz,/players/f/fultzma01.html
15114,Orlando Magic,ORL,2019-20,Aaron Gordon,/players/g/gordoaa01.html
15115,Orlando Magic,ORL,2019-20,Jonathan Isaac,/players/i/isaacjo01.html
15116,Orlando Magic,ORL,2019-20,Wesley Iwundu,/players/i/iwundwe01.html
15121,Orlando Magic,ORL,2019-20,Terrence Ross,/players/r/rosste01.html
15122,Orlando Magic,ORL,2019-20,Nikola Vučević,/players/v/vucevni01.html
15124,Orlando Magic,ORL,2019-20,Timofey Mozgov,/players/m/mozgoti01.html
15125,Orlando Magic,ORL,2019-20,C.J. Watson,/players/w/watsocj01.html
15126,Orlando Magic,ORL,2018-19,D.J. Augustin,/players/a/augusdj01.html
15128,Orlando Magic,ORL,2018-19,Khem Birch,/players/b/birchkh01.html
15130,Orlando Magic,ORL,2018-19,Michael Carter-Williams,/players/c/cartemi01.html
15132,Orlando Magic,ORL,2018-19,Evan Fournier,/players/f/fournev01.html
15134,Orlando Magic,ORL,2018-19,Aaron Gordon,/players/g/gordoaa01.html
15135,Orlando Magic,ORL,2018-19,Jerian Grant,/players/g/grantje02.html
15136,Orlando Magic,ORL,2018-19,Jonathan Isaac,/players/i/isaacjo01.html
15137,Orlando Magic,ORL,2018-19,Wesley Iwundu,/players/i/iwundwe01.html
15139,Orlando Magic,ORL,2018-19,Jarell Martin,/players/m/martija01.html
15140,Orlando Magic,ORL,2018-19,Terrence Ross,/players/r/rosste01.html
15141,Orlando Magic,ORL,2018-19,Jonathon Simmons,/players/s/simmojo02.html
15142,Orlando Magic,ORL,2018-19,Nikola Vučević,/players/v/vucevni01.html
15144,Orlando Magic,ORL,2018-19,Timofey Mozgov,/players/m/mozgoti01.html
15145,Orlando Magic,ORL,2018-19,Markelle Fultz,/players/f/fultzma01.html
15146,Orlando Magic,ORL,2018-19,Shelvin Mack,/players/m/macksh01.html
15147,Orlando Magic,ORL,2018-19,C.J. Watson,/players/w/watsocj01.html
15148,Orlando Magic,ORL,2017-18,Arron Afflalo,/players/a/afflaar01.html
15150,Orlando Magic,ORL,2017-18,D.J. Augustin,/players/a/augusdj01.html
15151,Orlando Magic,ORL,2017-18,Khem Birch,/players/b/birchkh01.html
15152,Orlando Magic,ORL,2017-18,Bismack Biyombo,/players/b/biyombi01.html
15153,Orlando Magic,ORL,2017-18,Evan Fournier,/players/f/fournev01.html
15154,Orlando Magic,ORL,2017-18,Aaron Gordon,/players/g/gordoaa01.html
15155,Orlando Magic,ORL,2017-18,Mario Hezonja,/players/h/hezonma01.html
15156,Orlando Magic,ORL,2017-18,Jonathan Isaac,/players/i/isaacjo01.html
15157,Orlando Magic,ORL,2017-18,Wesley Iwundu,/players/i/iwundwe01.html
15158,Orlando Magic,ORL,2017-18,Shelvin Mack,/players/m/macksh01.html
15160,Orlando Magic,ORL,2017-18,Elfrid Payton,/players/p/paytoel01.html
15162,Orlando Magic,ORL,2017-18,Terrence Ross,/players/r/rosste01.html
15163,Orlando Magic,ORL,2017-18,Jonathon Simmons,/players/s/simmojo02.html
15164,Orlando Magic,ORL,2017-18,Marreese Speights,/players/s/speigma01.html
15166,Orlando Magic,ORL,2017-18,Nikola Vučević,/players/v/vucevni01.html
15167,Orlando Magic,ORL,2017-18,Nikola Vucevic,/players/v/vucevni01.html
15168,Orlando Magic,ORL,2017-18,C.J. Watson,/players/w/watsocj01.html
15169,Orlando Magic,ORL,2016-17,D.J. Augustin,/players/a/augusdj01.html
15170,Orlando Magic,ORL,2016-17,Bismack Biyombo,/players/b/biyombi01.html
15172,Orlando Magic,ORL,2016-17,Evan Fournier,/players/f/fournev01.html
15175,Orlando Magic,ORL,2016-17,Aaron Gordon,/players/g/gordoaa01.html
15176,Orlando Magic,ORL,2016-17,Jeff Green,/players/g/greenje02.html
15177,Orlando Magic,ORL,2016-17,Mario Hezonja,/players/h/hezonma01.html
15178,Orlando Magic,ORL,2016-17,Serge Ibaka,/players/i/ibakase01.html
15179,Orlando Magic,ORL,2016-17,Jodie Meeks,/players/m/meeksjo01.html
15181,Orlando Magic,ORL,2016-17,Elfrid Payton,/players/p/paytoel01.html
15182,Orlando Magic,ORL,2016-17,Terrence Ross,/players/r/rosste01.html
15184,Orlando Magic,ORL,2016-17,Nikola Vučević,/players/v/vucevni01.html
15185,Orlando Magic,ORL,2016-17,C.J. Watson,/players/w/watsocj01.html
15188,Orlando Magic,ORL,2016-17,Nikola Vucevic,/players/v/vucevni01.html
15191,Orlando Magic,ORL,2015-16,Dewayne Dedmon,/players/d/dedmode01.html
15192,Orlando Magic,ORL,2015-16,Evan Fournier,/players/f/fournev01.html
15193,Orlando Magic,ORL,2015-16,Channing Frye,/players/f/fryech01.html
15194,Orlando Magic,ORL,2015-16,Aaron Gordon,/players/g/gordoaa01.html
15195,Orlando Magic,ORL,2015-16,Tobias Harris,/players/h/harrito02.html
15196,Orlando Magic,ORL,2015-16,Mario Hezonja,/players/h/hezonma01.html
15197,Orlando Magic,ORL,2015-16,Ersan İlyasova,/players/i/ilyaser01.html
15198,Orlando Magic,ORL,2015-16,Brandon Jennings,/players/j/jennibr01.html
15200,Orlando Magic,ORL,2015-16,Shabazz Napier,/players/n/napiesh01.html
15201,Orlando Magic,ORL,2015-16,Andrew Nicholson,/players/n/nichoan01.html
15202,Orlando Magic,ORL,2015-16,Victor Oladipo,/players/o/oladivi01.html
15203,Orlando Magic,ORL,2015-16,Elfrid Payton,/players/p/paytoel01.html
15204,Orlando Magic,ORL,2015-16,Jason Smith,/players/s/smithja02.html
15205,Orlando Magic,ORL,2015-16,Nikola Vučević,/players/v/vucevni01.html
15206,Orlando Magic,ORL,2015-16,C.J. Watson,/players/w/watsocj01.html
15207,Orlando Magic,ORL,2015-16,Nikola Vucevic,/players/v/vucevni01.html
15208,Orlando Magic,ORL,2015-16,Ersan Ilyasova,/players/i/ilyaser01.html
15211,Orlando Magic,ORL,2015-16,Joe Harris,/players/h/harrijo01.html
15213,Orlando Magic,ORL,2014-15,Dewayne Dedmon,/players/d/dedmode01.html
15214,Orlando Magic,ORL,2014-15,Evan Fournier,/players/f/fournev01.html
15215,Orlando Magic,ORL,2014-15,Channing Frye,/players/f/fryech01.html
15216,Orlando Magic,ORL,2014-15,Aaron Gordon,/players/g/gordoaa01.html
15217,Orlando Magic,ORL,2014-15,Ben Gordon,/players/g/gordobe01.html
15218,Orlando Magic,ORL,2014-15,Willie Green,/players/g/greenwi01.html
15219,Orlando Magic,ORL,2014-15,Maurice Harkless,/players/h/harklma01.html
15220,Orlando Magic,ORL,2014-15,Tobias Harris,/players/h/harrito02.html
15222,Orlando Magic,ORL,2014-15,Andrew Nicholson,/players/n/nichoan01.html
15223,Orlando Magic,ORL,2014-15,Kyle O'Quinn,/players/o/oquinky01.html
15224,Orlando Magic,ORL,2014-15,Victor Oladipo,/players/o/oladivi01.html
15225,Orlando Magic,ORL,2014-15,Elfrid Payton,/players/p/paytoel01.html
15226,Orlando Magic,ORL,2014-15,Luke Ridnour,/players/r/ridnolu01.html
15227,Orlando Magic,ORL,2014-15,Nikola Vučević,/players/v/vucevni01.html
15228,Orlando Magic,ORL,2014-15,Glen Davis,/players/d/davisgl01.html
15229,Orlando Magic,ORL,2014-15,Al Harrington,/players/h/harrial01.html
